sub,repetition,direction,hue,chroma,lightness,shape,group,observation,block,trial
9,1,-30,90,15,90,circle,even,3,4,1
9,1,90,120,15,90,triangle,even,9,4,2
9,1,0,30,15,90,fleur,even,10,4,3
9,1,-30,60,15,90,cross,even,16,4,4
9,1,60,90,15,90,cross,even,17,4,5
9,1,60,180,15,90,fleur,even,19,4,6
9,1,-90,120,15,90,triangle,even,20,4,7
9,1,90,90,15,90,triangle,even,22,4,8
9,1,-60,120,15,90,triangle,even,24,4,9
9,1,30,120,15,90,triangle,even,26,4,10
9,1,-90,30,15,90,fleur,even,29,4,11
9,1,30,150,15,90,fleur,even,31,4,12
9,1,-30,150,15,90,fleur,even,33,4,13
9,1,30,60,15,90,circle,even,34,4,14
9,1,30,180,15,90,circle,even,45,4,15
9,1,-90,180,15,90,triangle,even,47,4,16
9,1,30,150,15,90,triangle,even,52,4,17
9,1,-60,60,15,90,cross,even,56,4,18
9,1,-90,60,15,90,fleur,even,58,4,19
9,1,0,30,15,90,cross,even,59,4,20
9,1,-60,180,15,90,cross,even,61,4,21
9,1,30,150,15,90,cross,even,62,4,22
9,1,-90,150,15,90,cross,even,65,4,23
9,1,-90,150,15,90,fleur,even,67,4,24
9,1,-90,120,15,90,fleur,even,71,4,25
9,1,60,0,15,90,cross,even,72,4,26
9,1,-90,60,15,90,triangle,even,73,4,27
9,1,60,30,15,90,circle,even,75,4,28
9,1,90,0,15,90,cross,even,76,4,29
9,1,30,30,15,90,cross,even,77,4,30
9,1,60,0,15,90,triangle,even,80,4,31
9,1,-90,30,15,90,triangle,even,84,4,32
9,1,30,150,15,90,circle,even,86,4,33
9,1,30,0,15,90,fleur,even,87,4,34
9,1,60,180,15,90,triangle,even,89,4,35
9,1,60,0,15,90,circle,even,92,4,36
9,1,-30,90,15,90,fleur,even,95,4,37
9,1,30,180,15,90,cross,even,101,4,38
9,1,0,60,15,90,triangle,even,104,4,39
9,1,0,180,15,90,cross,even,106,4,40
9,1,-30,120,15,90,fleur,even,109,4,41
9,1,-90,0,15,90,circle,even,110,4,42
9,1,-90,0,15,90,cross,even,114,4,43
9,1,60,120,15,90,triangle,even,118,4,44
9,1,60,150,15,90,circle,even,119,4,45
9,1,60,60,15,90,fleur,even,120,4,46
9,1,60,30,15,90,triangle,even,121,4,47
9,1,-30,60,15,90,triangle,even,124,4,48
9,1,-60,0,15,90,circle,even,126,5,0
9,1,0,180,15,90,fleur,even,127,5,1
9,1,-90,180,15,90,fleur,even,130,5,2
9,1,0,90,15,90,cross,even,137,5,3
9,1,30,60,15,90,fleur,even,138,5,4
9,1,-90,120,15,90,circle,even,140,5,5
9,1,-90,0,15,90,fleur,even,141,5,6
9,1,-30,150,15,90,cross,even,143,5,7
9,1,90,180,15,90,cross,even,146,5,8
9,1,-30,180,15,90,fleur,even,149,5,9
9,1,90,0,15,90,circle,even,151,5,10
9,1,60,90,15,90,fleur,even,154,5,11
9,1,-90,90,15,90,triangle,even,155,5,12
9,1,-30,150,15,90,triangle,even,164,5,13
9,1,0,0,15,90,fleur,even,165,5,14
9,1,90,90,15,90,cross,even,168,5,15
9,1,-30,120,15,90,circle,even,170,5,16
9,1,60,180,15,90,circle,even,174,5,17
9,1,0,60,15,90,fleur,even,178,5,18
9,1,-60,120,15,90,fleur,even,181,5,19
9,1,-30,180,15,90,cross,even,182,5,20
9,1,30,30,15,90,circle,even,185,5,21
9,1,90,30,15,90,fleur,even,186,5,22
9,1,60,60,15,90,cross,even,187,5,23
9,1,-60,90,15,90,triangle,even,188,5,24
9,1,-90,30,15,90,cross,even,195,5,25
9,1,60,30,15,90,cross,even,199,5,26
9,1,-60,120,15,90,cross,even,200,5,27
9,1,-60,30,15,90,circle,even,201,5,28
9,1,-60,0,15,90,fleur,even,202,5,29
9,1,-30,0,15,90,fleur,even,210,5,30
9,1,-60,150,15,90,triangle,even,213,5,31
9,1,-60,90,15,90,circle,even,214,5,32
9,1,90,120,15,90,circle,even,217,5,33
9,1,0,150,15,90,cross,even,219,5,34
9,1,-30,60,15,90,circle,even,220,5,35
9,1,-60,150,15,90,circle,even,221,5,36
9,1,0,150,15,90,fleur,even,224,5,37
9,1,60,90,15,90,triangle,even,225,5,38
9,1,0,180,15,90,circle,even,227,5,39
9,1,30,90,15,90,cross,even,231,5,40
9,1,30,30,15,90,triangle,even,232,5,41
9,1,-60,150,15,90,fleur,even,235,5,42
9,1,-30,60,15,90,fleur,even,240,5,43
9,1,30,30,15,90,fleur,even,244,5,44
9,1,90,150,15,90,fleur,even,248,5,45
9,1,0,0,15,90,triangle,even,258,5,46
9,1,0,0,15,90,circle,even,262,5,47
9,1,90,30,15,90,cross,even,263,5,48
9,1,-60,180,15,90,circle,even,268,6,0
9,1,90,120,15,90,fleur,even,269,6,1
9,1,30,120,15,90,cross,even,274,6,2
9,1,-30,150,15,90,circle,even,275,6,3
9,1,-90,90,15,90,circle,even,278,6,4
9,1,0,120,15,90,triangle,even,280,6,5
9,1,-60,90,15,90,cross,even,283,6,6
9,1,0,120,15,90,cross,even,288,6,7
9,1,-60,30,15,90,fleur,even,289,6,8
9,1,60,60,15,90,triangle,even,295,6,9
9,1,-60,120,15,90,circle,even,297,6,10
9,1,30,180,15,90,triangle,even,298,6,11
9,1,-90,90,15,90,fleur,even,301,6,12
9,1,90,150,15,90,triangle,even,304,6,13
9,1,0,120,15,90,circle,even,305,6,14
9,1,0,180,15,90,triangle,even,308,6,15
9,1,60,150,15,90,triangle,even,310,6,16
9,1,90,60,15,90,circle,even,311,6,17
9,1,90,90,15,90,circle,even,313,6,18
9,1,-60,60,15,90,fleur,even,319,6,19
9,1,30,0,15,90,cross,even,321,6,20
9,1,60,30,15,90,fleur,even,324,6,21
9,1,30,120,15,90,fleur,even,330,6,22
9,1,60,120,15,90,cross,even,334,6,23
9,1,30,60,15,90,triangle,even,336,6,24
9,1,90,90,15,90,fleur,even,346,6,25
9,1,60,150,15,90,fleur,even,350,6,26
9,1,-30,0,15,90,circle,even,352,6,27
9,1,90,180,15,90,circle,even,360,6,28
9,1,-90,180,15,90,cross,even,365,6,29
9,1,-60,0,15,90,triangle,even,368,6,30
9,1,0,0,15,90,cross,even,371,6,31
9,1,-90,120,15,90,cross,even,372,6,32
9,1,-30,180,15,90,triangle,even,373,6,33
9,1,-90,60,15,90,circle,even,376,6,34
9,1,-60,180,15,90,triangle,even,380,6,35
9,1,-30,0,15,90,triangle,even,381,6,36
9,1,-90,180,15,90,circle,even,383,6,37
9,1,-30,30,15,90,fleur,even,391,6,38
9,1,0,60,15,90,circle,even,394,6,39
9,1,0,60,15,90,cross,even,401,6,40
9,1,-30,30,15,90,circle,even,402,6,41
9,1,-30,30,15,90,cross,even,406,6,42
9,1,90,180,15,90,fleur,even,414,6,43
9,1,-30,90,15,90,cross,even,421,6,44
9,1,-30,180,15,90,circle,even,426,6,45
9,1,90,120,15,90,cross,even,432,6,46
9,1,-60,180,15,90,fleur,even,433,6,47
9,1,60,150,15,90,cross,even,440,6,48
9,1,0,150,15,90,circle,even,443,7,0
9,1,60,120,15,90,fleur,even,444,7,1
9,1,-90,0,15,90,triangle,even,445,7,2
9,1,0,90,15,90,fleur,even,446,7,3
9,1,-90,90,15,90,cross,even,449,7,4
9,1,90,0,15,90,triangle,even,452,7,5
9,1,-90,60,15,90,cross,even,457,7,6
9,1,30,60,15,90,cross,even,459,7,7
9,1,0,30,15,90,triangle,even,462,7,8
9,1,60,120,15,90,circle,even,469,7,9
9,1,-30,0,15,90,cross,even,470,7,10
9,1,-30,120,15,90,cross,even,472,7,11
9,1,-90,150,15,90,triangle,even,474,7,12
9,1,30,90,15,90,fleur,even,477,7,13
9,1,90,60,15,90,fleur,even,480,7,14
9,1,-60,0,15,90,cross,even,482,7,15
9,1,90,60,15,90,cross,even,488,7,16
9,1,0,150,15,90,triangle,even,494,7,17
9,1,0,30,15,90,circle,even,495,7,18
9,1,30,180,15,90,fleur,even,496,7,19
9,1,-60,150,15,90,cross,even,501,7,20
9,1,-90,150,15,90,circle,even,503,7,21
9,1,60,90,15,90,circle,even,504,7,22
9,1,90,150,15,90,cross,even,508,7,23
9,1,-60,30,15,90,triangle,even,509,7,24
9,1,90,60,15,90,triangle,even,510,7,25
9,1,0,120,15,90,fleur,even,511,7,26
9,1,30,120,15,90,circle,even,520,7,27
9,1,90,30,15,90,triangle,even,524,7,28
9,1,30,0,15,90,circle,even,525,7,29
9,1,90,0,15,90,fleur,even,527,7,30
9,1,-60,30,15,90,cross,even,531,7,31
9,1,60,60,15,90,circle,even,532,7,32
9,1,-90,30,15,90,circle,even,537,7,33
9,1,30,90,15,90,circle,even,540,7,34
9,1,90,180,15,90,triangle,even,542,7,35
9,1,60,180,15,90,cross,even,543,7,36
9,1,-30,90,15,90,triangle,even,546,7,37
9,1,30,90,15,90,triangle,even,550,7,38
9,1,-30,30,15,90,triangle,even,556,7,39
9,1,60,0,15,90,fleur,even,560,7,40
9,1,-30,120,15,90,triangle,even,561,7,41
9,1,90,30,15,90,circle,even,565,7,42
9,1,-60,60,15,90,circle,even,566,7,43
9,1,-60,60,15,90,triangle,even,571,7,44
9,1,0,90,15,90,circle,even,572,7,45
9,1,30,0,15,90,triangle,even,574,7,46
9,1,0,90,15,90,triangle,even,578,7,47
9,1,-60,90,15,90,fleur,even,583,7,48
9,2,30,90,15,90,triangle,even,0,8,0
9,2,-60,60,15,90,cross,even,7,8,1
9,2,-30,60,15,90,cross,even,13,8,2
9,2,-60,0,15,90,cross,even,15,8,3
9,2,-60,90,15,90,cross,even,18,8,4
9,2,90,0,15,90,triangle,even,21,8,5
9,2,-90,120,15,90,triangle,even,30,8,6
9,2,30,150,15,90,fleur,even,35,8,7
9,2,60,30,15,90,circle,even,38,8,8
9,2,-30,90,15,90,cross,even,40,8,9
9,2,-60,0,15,90,triangle,even,43,8,10
9,2,60,120,15,90,circle,even,44,8,11
9,2,60,120,15,90,cross,even,48,8,12
9,2,-30,0,15,90,triangle,even,50,8,13
9,2,-30,60,15,90,fleur,even,55,8,14
9,2,-30,120,15,90,cross,even,63,8,15
9,2,90,120,15,90,triangle,even,64,8,16
9,2,90,0,15,90,fleur,even,66,8,17
9,2,-90,0,15,90,triangle,even,69,8,18
9,2,-90,90,15,90,triangle,even,70,8,19
9,2,-30,30,15,90,triangle,even,78,8,20
9,2,-90,60,15,90,cross,even,82,8,21
9,2,0,180,15,90,fleur,even,83,8,22
9,2,90,150,15,90,circle,even,88,8,23
9,2,-30,120,15,90,circle,even,90,8,24
9,2,30,150,15,90,cross,even,91,8,25
9,2,60,30,15,90,triangle,even,93,8,26
9,2,-30,30,15,90,fleur,even,96,8,27
9,2,-60,180,15,90,cross,even,97,8,28
9,2,-60,0,15,90,circle,even,98,8,29
9,2,60,150,15,90,triangle,even,99,8,30
9,2,60,90,15,90,circle,even,100,8,31
9,2,-90,120,15,90,cross,even,102,8,32
9,2,30,60,15,90,cross,even,103,8,33
9,2,30,0,15,90,triangle,even,105,8,34
9,2,-90,60,15,90,fleur,even,107,8,35
9,2,90,120,15,90,cross,even,108,8,36
9,2,0,0,15,90,cross,even,112,8,37
9,2,0,120,15,90,circle,even,115,8,38
9,2,90,120,15,90,fleur,even,117,8,39
9,2,60,0,15,90,cross,even,122,8,40
9,2,30,60,15,90,fleur,even,132,8,41
9,2,30,120,15,90,triangle,even,136,8,42
9,2,-90,120,15,90,circle,even,144,8,43
9,2,30,120,15,90,circle,even,145,8,44
9,2,-30,30,15,90,cross,even,157,8,45
9,2,30,120,15,90,cross,even,159,8,46
9,2,90,60,15,90,circle,even,161,8,47
9,2,0,120,15,90,cross,even,163,8,48
9,2,0,60,15,90,triangle,even,166,9,0
9,2,0,30,15,90,cross,even,171,9,1
9,2,0,30,15,90,triangle,even,173,9,2
9,2,-90,150,15,90,circle,even,175,9,3
9,2,-60,30,15,90,triangle,even,176,9,4
9,2,30,180,15,90,fleur,even,189,9,5
9,2,-30,30,15,90,circle,even,190,9,6
9,2,30,0,15,90,fleur,even,193,9,7
9,2,90,0,15,90,cross,even,196,9,8
9,2,-60,0,15,90,fleur,even,197,9,9
9,2,30,150,15,90,triangle,even,198,9,10
9,2,60,0,15,90,fleur,even,203,9,11
9,2,0,120,15,90,triangle,even,206,9,12
9,2,30,180,15,90,cross,even,207,9,13
9,2,60,120,15,90,fleur,even,208,9,14
9,2,-60,180,15,90,fleur,even,209,9,15
9,2,-60,180,15,90,circle,even,211,9,16
9,2,90,60,15,90,cross,even,215,9,17
9,2,-90,60,15,90,triangle,even,216,9,18
9,2,60,0,15,90,triangle,even,218,9,19
9,2,30,0,15,90,cross,even,223,9,20
9,2,0,90,15,90,triangle,even,226,9,21
9,2,-30,180,15,90,fleur,even,229,9,22
9,2,90,60,15,90,triangle,even,230,9,23
9,2,-30,90,15,90,triangle,even,233,9,24
9,2,30,90,15,90,fleur,even,237,9,25
9,2,0,150,15,90,circle,even,242,9,26
9,2,-60,60,15,90,fleur,even,245,9,27
9,2,-90,90,15,90,circle,even,247,9,28
9,2,30,30,15,90,circle,even,252,9,29
9,2,-90,60,15,90,circle,even,253,9,30
9,2,0,60,15,90,fleur,even,254,9,31
9,2,-90,120,15,90,fleur,even,259,9,32
9,2,-90,90,15,90,cross,even,264,9,33
9,2,-30,120,15,90,triangle,even,266,9,34
9,2,-30,180,15,90,cross,even,270,9,35
9,2,-60,150,15,90,triangle,even,271,9,36
9,2,90,150,15,90,fleur,even,277,9,37
9,2,0,0,15,90,fleur,even,279,9,38
9,2,-90,0,15,90,cross,even,282,9,39
9,2,-30,150,15,90,cross,even,284,9,40
9,2,30,60,15,90,circle,even,286,9,41
9,2,-60,180,15,90,triangle,even,291,9,42
9,2,-30,90,15,90,circle,even,292,9,43
9,2,-60,90,15,90,circle,even,293,9,44
9,2,30,120,15,90,fleur,even,294,9,45
9,2,-30,0,15,90,circle,even,296,9,46
9,2,0,180,15,90,cross,even,300,9,47
9,2,-90,150,15,90,cross,even,302,9,48
9,2,-60,30,15,90,cross,even,303,10,0
9,2,-60,120,15,90,fleur,even,307,10,1
9,2,-30,150,15,90,triangle,even,309,10,2
9,2,-30,150,15,90,fleur,even,312,10,3
9,2,90,30,15,90,cross,even,315,10,4
9,2,0,60,15,90,cross,even,317,10,5
9,2,-60,30,15,90,circle,even,318,10,6
9,2,60,150,15,90,cross,even,320,10,7
9,2,60,90,15,90,cross,even,323,10,8
9,2,-60,120,15,90,cross,even,327,10,9
9,2,60,180,15,90,fleur,even,328,10,10
9,2,30,30,15,90,fleur,even,332,10,11
9,2,-90,30,15,90,circle,even,333,10,12
9,2,60,90,15,90,fleur,even,335,10,13
9,2,90,90,15,90,circle,even,340,10,14
9,2,0,180,15,90,triangle,even,342,10,15
9,2,60,60,15,90,fleur,even,343,10,16
9,2,60,30,15,90,cross,even,347,10,17
9,2,90,150,15,90,cross,even,348,10,18
9,2,-30,60,15,90,triangle,even,349,10,19
9,2,0,30,15,90,fleur,even,351,10,20
9,2,30,0,15,90,circle,even,357,10,21
9,2,0,90,15,90,cross,even,358,10,22
9,2,90,180,15,90,triangle,even,359,10,23
9,2,90,60,15,90,fleur,even,362,10,24
9,2,-60,60,15,90,triangle,even,364,10,25
9,2,90,0,15,90,circle,even,366,10,26
9,2,-90,180,15,90,circle,even,377,10,27
9,2,-90,180,15,90,triangle,even,378,10,28
9,2,-90,0,15,90,circle,even,379,10,29
9,2,-60,150,15,90,cross,even,385,10,30
9,2,60,180,15,90,triangle,even,386,10,31
9,2,30,90,15,90,cross,even,388,10,32
9,2,-90,180,15,90,fleur,even,389,10,33
9,2,-90,150,15,90,fleur,even,390,10,34
9,2,0,60,15,90,circle,even,392,10,35
9,2,-60,90,15,90,triangle,even,395,10,36
9,2,60,0,15,90,circle,even,400,10,37
9,2,60,90,15,90,triangle,even,405,10,38
9,2,60,120,15,90,triangle,even,410,10,39
9,2,-90,30,15,90,triangle,even,411,10,40
9,2,60,60,15,90,cross,even,416,10,41
9,2,90,30,15,90,triangle,even,419,10,42
9,2,0,180,15,90,circle,even,420,10,43
9,2,60,150,15,90,circle,even,422,10,44
9,2,60,150,15,90,fleur,even,423,10,45
9,2,90,90,15,90,triangle,even,428,10,46
9,2,30,150,15,90,circle,even,435,10,47
9,2,-90,30,15,90,cross,even,437,10,48
9,2,60,180,15,90,cross,even,441,11,0
9,2,30,30,15,90,cross,even,448,11,1
9,2,30,30,15,90,triangle,even,450,11,2
9,2,0,30,15,90,circle,even,454,11,3
9,2,90,30,15,90,fleur,even,456,11,4
9,2,-30,0,15,90,cross,even,458,11,5
9,2,30,90,15,90,circle,even,460,11,6
9,2,0,0,15,90,triangle,even,464,11,7
9,2,-90,30,15,90,fleur,even,465,11,8
9,2,-60,150,15,90,circle,even,467,11,9
9,2,90,180,15,90,fleur,even,468,11,10
9,2,60,180,15,90,circle,even,475,11,11
9,2,-30,180,15,90,circle,even,481,11,12
9,2,0,150,15,90,triangle,even,486,11,13
9,2,90,180,15,90,cross,even,487,11,14
9,2,-60,60,15,90,circle,even,497,11,15
9,2,60,30,15,90,fleur,even,498,11,16
9,2,-90,0,15,90,fleur,even,500,11,17
9,2,90,90,15,90,fleur,even,507,11,18
9,2,-60,120,15,90,circle,even,512,11,19
9,2,-90,90,15,90,fleur,even,514,11,20
9,2,-30,150,15,90,circle,even,515,11,21
9,2,30,180,15,90,triangle,even,519,11,22
9,2,-90,180,15,90,cross,even,522,11,23
9,2,-90,150,15,90,triangle,even,526,11,24
9,2,0,150,15,90,fleur,even,530,11,25
9,2,30,180,15,90,circle,even,535,11,26
9,2,-30,90,15,90,fleur,even,536,11,27
9,2,90,150,15,90,triangle,even,538,11,28
9,2,90,30,15,90,circle,even,539,11,29
9,2,-30,120,15,90,fleur,even,541,11,30
9,2,30,60,15,90,triangle,even,544,11,31
9,2,90,120,15,90,circle,even,545,11,32
9,2,0,120,15,90,fleur,even,547,11,33
9,2,60,60,15,90,triangle,even,549,11,34
9,2,-30,0,15,90,fleur,even,552,11,35
9,2,90,180,15,90,circle,even,555,11,36
9,2,-30,180,15,90,triangle,even,557,11,37
9,2,0,150,15,90,cross,even,563,11,38
9,2,-60,120,15,90,triangle,even,569,11,39
9,2,-60,30,15,90,fleur,even,570,11,40
9,2,60,60,15,90,circle,even,575,11,41
9,2,-30,60,15,90,circle,even,576,11,42
9,2,0,90,15,90,circle,even,579,11,43
9,2,0,90,15,90,fleur,even,580,11,44
9,2,-60,150,15,90,fleur,even,582,11,45
9,2,90,90,15,90,cross,even,585,11,46
9,2,0,0,15,90,circle,even,586,11,47
9,2,-60,90,15,90,fleur,even,587,11,48
10,0,0,60,15,90,cross,hard,0,0,0
10,0,30,60,15,90,cross,hard,6,0,1
10,0,30,60,15,90,fleur,hard,11,0,2
10,0,0,0,15,90,circle,hard,13,0,3
10,0,30,85,15,90,cross,hard,14,0,4
10,0,-30,180,15,90,fleur,hard,15,0,5
10,0,-90,90,15,90,cross,hard,18,0,6
10,0,-5,120,15,90,triangle,hard,22,0,7
10,0,5,85,15,90,circle,hard,24,0,8
10,0,-90,180,15,90,cross,hard,25,0,9
10,0,5,120,15,90,circle,hard,31,0,10
10,0,5,95,15,90,cross,hard,32,0,11
10,0,90,0,15,90,circle,hard,33,0,12
10,0,5,0,15,90,triangle,hard,36,0,13
10,0,90,95,15,90,fleur,hard,45,0,14
10,0,-5,90,15,90,cross,hard,49,0,15
10,0,30,90,15,90,fleur,hard,51,0,16
10,0,90,0,15,90,fleur,hard,54,0,17
10,0,0,120,15,90,circle,hard,60,0,18
10,0,-90,120,15,90,triangle,hard,61,0,19
10,0,0,180,15,90,fleur,hard,64,0,20
10,0,5,60,15,90,cross,hard,69,0,21
10,0,-90,90,15,90,fleur,hard,76,0,22
10,0,0,95,15,90,fleur,hard,77,0,23
10,0,90,95,15,90,circle,hard,83,0,24
10,0,-30,120,15,90,cross,hard,84,0,25
10,0,0,60,15,90,circle,hard,86,0,26
10,0,30,85,15,90,fleur,hard,87,0,27
10,0,30,180,15,90,circle,hard,89,0,28
10,0,-90,60,15,90,fleur,hard,90,0,29
10,0,5,90,15,90,triangle,hard,91,0,30
10,0,-5,120,15,90,fleur,hard,92,0,31
10,0,30,95,15,90,fleur,hard,94,0,32
10,0,-90,90,15,90,triangle,hard,97,0,33
10,0,30,85,15,90,triangle,hard,98,0,34
10,0,30,95,15,90,triangle,hard,99,0,35
10,0,-5,95,15,90,fleur,hard,100,0,36
10,0,-30,95,15,90,fleur,hard,108,0,37
10,0,90,60,15,90,cross,hard,109,0,38
10,0,30,180,15,90,cross,hard,111,0,39
10,0,5,0,15,90,circle,hard,113,0,40
10,0,30,85,15,90,circle,hard,115,0,41
10,0,-5,95,15,90,circle,hard,127,0,42
10,0,-90,95,15,90,circle,hard,129,0,43
10,0,-30,60,15,90,cross,hard,132,0,44
10,0,5,85,15,90,cross,hard,133,0,45
10,0,0,85,15,90,cross,hard,139,0,46
10,0,0,60,15,90,fleur,hard,140,0,47
10,0,5,180,15,90,fleur,hard,141,0,48
10,0,90,180,15,90,fleur,hard,144,1,0
10,0,-5,180,15,90,fleur,hard,145,1,1
10,0,90,0,15,90,cross,hard,148,1,2
10,0,90,90,15,90,cross,hard,150,1,3
10,0,-90,0,15,90,triangle,hard,151,1,4
10,0,0,95,15,90,cross,hard,152,1,5
10,0,-5,0,15,90,triangle,hard,154,1,6
10,0,-30,85,15,90,circle,hard,155,1,7
10,0,30,90,15,90,triangle,hard,156,1,8
10,0,30,95,15,90,circle,hard,157,1,9
10,0,-30,95,15,90,triangle,hard,161,1,10
10,0,0,85,15,90,triangle,hard,167,1,11
10,0,0,85,15,90,fleur,hard,171,1,12
10,0,5,0,15,90,fleur,hard,172,1,13
10,0,-30,180,15,90,triangle,hard,175,1,14
10,0,-90,0,15,90,fleur,hard,176,1,15
10,0,-90,60,15,90,cross,hard,177,1,16
10,0,30,60,15,90,circle,hard,180,1,17
10,0,-5,120,15,90,circle,hard,181,1,18
10,0,-90,0,15,90,circle,hard,186,1,19
10,0,5,0,15,90,cross,hard,199,1,20
10,0,0,90,15,90,circle,hard,200,1,21
10,0,90,120,15,90,circle,hard,205,1,22
10,0,-90,95,15,90,fleur,hard,206,1,23
10,0,30,95,15,90,cross,hard,207,1,24
10,0,30,180,15,90,triangle,hard,208,1,25
10,0,5,120,15,90,triangle,hard,209,1,26
10,0,30,60,15,90,triangle,hard,210,1,27
10,0,30,0,15,90,triangle,hard,214,1,28
10,0,-30,60,15,90,triangle,hard,216,1,29
10,0,90,95,15,90,cross,hard,217,1,30
10,0,30,0,15,90,circle,hard,222,1,31
10,0,-5,0,15,90,circle,hard,223,1,32
10,0,5,95,15,90,circle,hard,226,1,33
10,0,90,85,15,90,fleur,hard,231,1,34
10,0,30,90,15,90,circle,hard,232,1,35
10,0,30,0,15,90,fleur,hard,233,1,36
10,0,-90,180,15,90,fleur,hard,235,1,37
10,0,5,95,15,90,fleur,hard,237,1,38
10,0,30,0,15,90,cross,hard,239,1,39
10,0,-5,90,15,90,circle,hard,241,1,40
10,0,-5,85,15,90,triangle,hard,243,1,41
10,0,5,180,15,90,cross,hard,244,1,42
10,0,0,0,15,90,fleur,hard,248,1,43
10,0,30,90,15,90,cross,hard,249,1,44
10,0,5,180,15,90,triangle,hard,252,1,45
10,0,-30,90,15,90,circle,hard,253,1,46
10,0,-90,180,15,90,circle,hard,254,1,47
10,0,5,90,15,90,circle,hard,258,1,48
10,0,-30,60,15,90,fleur,hard,259,2,0
10,0,-90,85,15,90,fleur,hard,266,2,1
10,0,-90,90,15,90,circle,hard,267,2,2
10,0,-5,120,15,90,cross,hard,269,2,3
10,0,90,85,15,90,cross,hard,272,2,4
10,0,-30,180,15,90,circle,hard,273,2,5
10,0,90,120,15,90,cross,hard,276,2,6
10,0,-30,120,15,90,circle,hard,277,2,7
10,0,-90,85,15,90,circle,hard,279,2,8
10,0,-30,90,15,90,cross,hard,281,2,9
10,0,30,120,15,90,circle,hard,282,2,10
10,0,30,120,15,90,fleur,hard,286,2,11
10,0,-30,0,15,90,triangle,hard,290,2,12
10,0,-5,180,15,90,cross,hard,292,2,13
10,0,0,0,15,90,cross,hard,293,2,14
10,0,90,180,15,90,triangle,hard,294,2,15
10,0,0,180,15,90,triangle,hard,295,2,16
10,0,30,120,15,90,cross,hard,296,2,17
10,0,-30,180,15,90,cross,hard,299,2,18
10,0,-30,95,15,90,circle,hard,301,2,19
10,0,5,60,15,90,triangle,hard,304,2,20
10,0,5,180,15,90,circle,hard,307,2,21
10,0,90,180,15,90,cross,hard,308,2,22
10,0,-5,60,15,90,fleur,hard,317,2,23
10,0,90,90,15,90,circle,hard,323,2,24
10,0,90,60,15,90,circle,hard,324,2,25
10,0,0,95,15,90,circle,hard,332,2,26
10,0,0,90,15,90,fleur,hard,336,2,27
10,0,-90,120,15,90,fleur,hard,337,2,28
10,0,-90,0,15,90,cross,hard,339,2,29
10,0,-5,180,15,90,circle,hard,341,2,30
10,0,-90,85,15,90,triangle,hard,343,2,31
10,0,-5,90,15,90,fleur,hard,346,2,32
10,0,0,90,15,90,triangle,hard,351,2,33
10,0,5,95,15,90,triangle,hard,354,2,34
10,0,90,180,15,90,circle,hard,355,2,35
10,0,-30,85,15,90,fleur,hard,356,2,36
10,0,-90,120,15,90,circle,hard,365,2,37
10,0,-30,60,15,90,circle,hard,366,2,38
10,0,-30,0,15,90,cross,hard,367,2,39
10,0,-90,85,15,90,cross,hard,369,2,40
10,0,-30,120,15,90,fleur,hard,373,2,41
10,0,90,60,15,90,triangle,hard,376,2,42
10,0,0,0,15,90,triangle,hard,377,2,43
10,0,5,90,15,90,cross,hard,379,2,44
10,0,-30,85,15,90,triangle,hard,381,2,45
10,0,-90,180,15,90,triangle,hard,382,2,46
10,0,-5,90,15,90,triangle,hard,383,2,47
10,0,0,120,15,90,triangle,hard,386,2,48
10,0,5,85,15,90,triangle,hard,387,3,0
10,0,-5,85,15,90,circle,hard,400,3,1
10,0,-5,0,15,90,cross,hard,401,3,2
10,0,0,60,15,90,triangle,hard,402,3,3
10,0,-5,95,15,90,cross,hard,403,3,4
10,0,0,180,15,90,circle,hard,418,3,5
10,0,90,95,15,90,triangle,hard,421,3,6
10,0,-5,0,15,90,fleur,hard,422,3,7
10,0,-5,180,15,90,triangle,hard,423,3,8
10,0,-5,60,15,90,cross,hard,424,3,9
10,0,0,95,15,90,triangle,hard,425,3,10
10,0,5,90,15,90,fleur,hard,426,3,11
10,0,-30,85,15,90,cross,hard,427,3,12
10,0,90,90,15,90,fleur,hard,431,3,13
10,0,30,180,15,90,fleur,hard,439,3,14
10,0,0,120,15,90,cross,hard,445,3,15
10,0,-5,85,15,90,fleur,hard,447,3,16
10,0,0,90,15,90,cross,hard,449,3,17
10,0,-30,120,15,90,triangle,hard,450,3,18
10,0,0,85,15,90,circle,hard,457,3,19
10,0,90,60,15,90,fleur,hard,461,3,20
10,0,90,90,15,90,triangle,hard,468,3,21
10,0,-90,60,15,90,triangle,hard,469,3,22
10,0,5,120,15,90,fleur,hard,470,3,23
10,0,90,120,15,90,triangle,hard,479,3,24
10,0,0,180,15,90,cross,hard,480,3,25
10,0,-5,60,15,90,circle,hard,483,3,26
10,0,-30,0,15,90,circle,hard,491,3,27
10,0,90,85,15,90,circle,hard,498,3,28
10,0,-5,60,15,90,triangle,hard,501,3,29
10,0,-90,120,15,90,cross,hard,509,3,30
10,0,90,120,15,90,fleur,hard,510,3,31
10,0,-90,95,15,90,cross,hard,512,3,32
10,0,5,120,15,90,cross,hard,514,3,33
10,0,-5,95,15,90,triangle,hard,520,3,34
10,0,-5,85,15,90,cross,hard,528,3,35
10,0,90,0,15,90,triangle,hard,529,3,36
10,0,-90,60,15,90,circle,hard,532,3,37
